Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P298,44636,Helene Courcelles,CPAS,Entretien général,CPAS- Placer une armoire qu bureau de Sybille,44636,1,2,Vincent,,
T_P297,44636,Helene Courcelles,Roseraie,Entretien général,Chemin duBon Dieu 22 - Hotte en panne ,44636,1,1,Vincent,,
T_P299,44637,Helene Courcelles,Roseraie,Chauffage,Roseraie 24 - Thermostat qui ne fonctionne pas ,44637,1,1,Vincent,,
T_P300,44638,Helene Courcelles,Roseraie,Entretien général,roseraie 10: WC BOUCHE,44638,1H,1,Vincent,,
T_P301,44642,Helene Courcelles,CPAS,Entretien général,devis pour installation de stores occultants dans le bureau du Président,44642,,,Vincent,,
T_P306,44644,Helene Courcelles,CPAS,Entretien général,me donner un descriptif des besoins en stores occultants pour les deux étages du batiment destrée. (me voir si besoin),44644,,,Vincent,,
T_P314,44662,Helene Courcelles,CPAS,Electricité,installer une prise réseau supplémentaire à l'insertion (dans le sas). M'informer quand c'est ok. ,44662,,,Ouvriers_ADV,,
T_P313,44662,Helene Courcelles,CPAS,Plomberie,Roseraie 27 - problème d'évacuation dans la douche - se présenter le 13/04,44662,,,Vincent,,
T_P371,44735,Helene Courcelles,Roseraie,Entretien général,un locataire de la rue Anseele dit qu'il y a des déchets derrière les habitations. Voir ce qu'il en est et si besoin les enlever. ,44735,1,1,Vincent,,
T_P388,44777,Helene Courcelles,Magasin,Entretien général,dépose 4 palettes le 4/08 au potager de l'insertion,44777,,1,Vincent,,
T_P393,44781,Helene Courcelles,CPAS,Entretien général,mettre les tables de jardin de niveau (cales? ),44781,,1,Vincent,,
T_P405,44805,Helene Courcelles,CPAS,Entretien général,remonter 2 armoires metalliques qui sont à la cave dans le bureau d'Alex,44809,,1,Vincent,,
T_P458,44874,Helene Courcelles,Roseraie,Plomberie,Faire pour avril 2023 - cartouche anticalcaire à remplacer dans toute les maisons (Roseraie et chemin du Bon Dieu) Ref: micromet 75 chez Van Marcke,44874,,1,Vincent,,
T_P488,44914,Helene Courcelles,Roseraie,Entretien général,Roseraie 17 - fissure mur + pavement relevé (pas mardi 20 PM),44914,,1,Vincent,,
T_P491,44915,Helene Courcelles,Roseraie,Entretien général,placer les nouveaux panneaux de signalisation à la Roseraie,44915,,1,Vincent,,
T_P495,44915,Helene Courcelles,CPAS,Entretien général,entretien de l'alarme intrusion le 13/01/23 dans la matinée.  Surveiller le chantier,44915,,1,Vincent,,
T_P493,44915,Helene Courcelles,Roseraie,Entretien général,Roseraie 25 - détecteur incendie,44915,,1,Vincent,,
T_P494,44915,Helene Courcelles,CPAS,Entretien général,Installation du défibrillateur à la rue DESTREE le 28/12/22 entre 9h30 et 11h. Surveiller le chantier. Me prévenir si absent. ,44915,,1,Vincent,,
T_P496,44915,Helene Courcelles,Roseraie,Entretien général,Roseraie 34 - alimentation de gaz devant la maison,44915,,1,Vincent,,
T_P492,44915,Helene Courcelles,CPAS,Entretien général,"remonter le petit bureau qui est à la cave dans le local de Christophe, Sybille et Eloïse",44915,,1,Vincent,,
T_P584,45022,Helene Courcelles,CPAS,Electricité,installer une prise réseau supplémentaire (bien vérifier qu'il n'y en a pas déjà 4) dans le bureau secrétariat du 1er (service social). Prévenir Tiziano quand c'est ok pour qu'il puisse la patcher. ,45022,,1,Ouvriers_ADV,,
T_P666,45152,Helene Courcelles,CPAS,Entretien général,Ëtre sur place le 21 août pour la distribution du matériel scolaire pour le service social (voir avec Stéphanie),45152,,1,Vincent,,
T_P668,45162,Helene Courcelles,CPAS,Entretien général,"faire un double de la clef de l'""aquarium"" au rez et du bureau de Rowena et me les donner ",45162,,1,Vincent,,
T_P680,45182,Helene Courcelles,Roseraie,Jardin / extérieur,Enlever rosier Bon Dieu 18 et mettre pelouse à la place,45182,,1,Vincent,,
T_P683,45184,Helene Courcelles,CPAS,Réunions ,réunion d'information pour tous les ouvriers le 28/09 à 13h30 à l'ADV - t'y rendre avec Ludovic,45184,,1,Vincent,,
T_P684,45187,Helene Courcelles,Roseraie,Electricité,aller voir problème électrique Roseraie 16,45187,,1,Ouvriers_ADV,,
T_P691,45190,Helene Courcelles,CPAS,Entretien général,sécuriser les trous faits par les carrotages du sol - me tenir informée de l'évolution du dossier et de la solution trouvée avant de la mettre en œuvre,45190,,1,Vincent,,
T_P705,45215,Helene Courcelles,CPAS,Entretien général,clef à reproduire,45215,,,Vincent,,
T_P706,45216,Helene Courcelles,Roseraie,Entretien général,"Roseraie 2 - ""trou ouvert "" - se rendre sur place pour examiner le problème et le résoudre",45216,,1,Vincent,,
T_P710,45219,Helene Courcelles,CPAS,Electricité,remplacer néons + interrupteur qui ne fonctionne plus dans le bureau de Véronique,45219,,1,Ouvriers_ADV,,
T_P715,45236,Helene Courcelles,Roseraie,Plomberie,Roseraie 9 - Robinet cuisine qui coule,45236,,1,Vincent,,
T_P718,45244,helene Courcelles,CPAS,Entretien général,me dire s'il nous reste des extincteurs en ordre pour placer dans une location. Il faudrait un 6kg à poudre ou mousse. ,45244,,1,Vincent,,
T_P736,45278,Helene Courcelles,Roseraie,Entretien général,Vérifier lumière salle de bains + humidité WC,45278,1,1,Vincent,,
T_P739,45294,Helene Courcelles,CPAS,Entretien général,Installer la machine à café au CPAS (la machine se trouve dans le bureau de Sophie) - alimentation eau de ville,45294,2,2,Ouvriers_ADV,,
T_P741,45299,Helene Courcelles,Roseraie,Menuiserie,RV avec LG Menuiseries le vendredi 12 janvier à 9h pour remplacement portes coulissantes au n° 16 et au n° 31 de la Roseraie (GSM : 0472/200.228),45303,3,1,Vincent,,
T_P748,45310,Helene Courcelles,Roseraie,Entretien général,Roseraie 24 - Mme Bruyère - moisissures dans le débarras,45310,1,1,Vincent,,
T_P757,45320,Helene Courcelles,Roseraie,Entretien général,Domaine de la Roseraie 28 : enlever le frigo (sale) + les poignées des armoires. Voir avec Nathalie Patelli,45320,1,2,Vincent,,
T_P803,45397,Helene Courcelles,Roseraie,Entretien général,"Roseraie 18 - carrelages tombent dans la sdb. Prévoir un chantier pour les remplacer. Une réparation avait déjà été faite mais ça n'est plus suffisant. Me tenir informée, svp. ",45397,,1,Vincent,,
T_P817,45407,Helene Courcelles,CPAS,Entretien général,Vérifier néon qui fait du bruit dans bureau président,45407,1,2,Vincent,,
T_P896,45531,Helene Courcelles,CPAS,Entretien général,Descendre l'écran et le clavier qui se trouvent dans le bureau d'Hélène dans le local informatique (clé dans le bureau d'Hélène),45531,1,1,Vincent,,
T_P911,45559,Helene Courcelles,Roseraie,Jardin / extérieur,"Roseraie 1 et 3 - entretenir les parterres devant les maisons car il semblerait qu'il y ait des rats. Si c'est le cas, avertir également Sophie pour prestation dératiseur",45559,,1,Vincent,,
T_P912,45559,Helene Courcelles,Roseraie,Chauffage,Roseraie 3 - expliquer à la locataire le fonctionnement du thermostat car elle rencontre des difficultés,45559,,1,Vincent,,
T_P935,45594,Helene Courcelles,Roseraie,Entretien général,Chemin Bon Dieu 28 - tâche humidité WC + donner avis sur petits travaux plafonnage (voir si besoin compagnons dépanneurs),45594,1,2,Vincent,,
T_P940,45600,Helene Courcelles,CPAS,Marchandises magasin,Ce mardi 5 novembre : aller rechercher un ordinateur portable chez Rowena (adresse voir Hélène),45601,1,1,Vincent,,
T_P982,45643,Helene Courcelles,Roseraie,Entretien général,Faire des photos de quelques assises repositionnées pour qu'on puisse voir le résultat,45643,,1,Vincent,,
T_P1046,45706,Helene Courcelles,CPAS,Entretien général,Portes accueil se ferment et s'ouvrent lentement (graisser les chaînes?),45706,1,2,Vincent,,
T_P1051,45713,Helene Courcelles,CPAS,Marchandises magasin,"Aller chercher une poussette triple chez Emmaus ce 25 févriern demander Anne-Marie (avant 17h et pas entre 12h et 13h) et la déposer à Barry pour qu'ils la lavent. Dès récupération de la poussette propre, la déposer au 11 rue de la Liberté (et récupérer une autre poussette à remettre à Ghizlane)",45713,2,1,Vincent,,
T_P1053,45714,Helene Courcelles,Roseraie,Entretien général,BON DIEU 16 : eau qui coule de la chaudière + barre de rideaux living,45714,1,1,Vincent,,
T_P1055,45715,Helene Courcelles,Roseraie,Entretien général,Roseraie 3 : bac de douche piqué. Vérifier,45715,1,1,Vincent,,
T_P1161,45854,Helene Courcelles,Roseraie,Entretien général,Roseraie 39 - remettre la moustiquaire en état,45854,,1,Vincent,,
T_P1253,45996,Helene Courcelles,CPAS,Electricité,interrupteur des toilettes du 2ème cassé - la lumière reste allumée,45996,,,Vincent,,
T_P1175,45880,Hicham El Hariri,ILA,Entretien général,"le vendredi 15/08 c'est un jr férié, merci de passé à l'ADV pour la tournée des secs poubelles",45880,2,1,Vincent,,
T_P1264,46002,Hicham El Hariri,Roseraie,Electricité,"N° 22 : hotte H.S. Voir la quantité du stock, merci",46002,,1,Vincent,,
T_P1260,46002,Hicham El Hariri,Roseraie,Entretien général,"Arroseraie : Faire 3 devis carrelages de type : METRO blanc 7,5x15 cm (BBM Ceramique, brico ou autres ... ), merci",46002,,1,Vincent,Ouvriers_ADV,
T_P1261,46002,Hicham El Hariri,Roseraie,Electricité,"Roseraie N° 12 : placer deux lustres, consigné avant l'intervention, voir point de fixation solide",46002,,1,Vincent,Ouvriers_ADV,
T_P1270,46014,Hicham El Hariri,Roseraie,Entretien général,Roseraie N°6 : Reparer les attaches de la gouttière à l'avant.,46014,,1,Vincent,,
T_P1271,46014,Hicham El Hariri,Roseraie,Entretien général,Roseraie n°9 : il y a beaucoup de feuilles mortes dans le Domaine.,46014,,2,Vincent,Ouvriers_ADV,
T_P1272,46020,Hicham El Hariri,CPAS,Plomberie,Urinoire bouché. Merci d'aller voir,46020,,1,Vincent,,
T_P1273,46020,Hicham El Hariri,CPAS,Electricité,test,46020,,1,Vincent,Ouvriers_ADV,
T_P1274,46020,Hicham El Hariri,CPAS,Entretien général,"Test d'envoi de mail à Vincent, Merci Vincent de confirmer la bonne réception de ce message par mail, téléphone ou sms. Jan Callemeyn",46020,,1,Vincent,,
T_P1278,46022,Hicham El Hariri,ILA,Entretien général,Cité cosmopolite N° 2 : relevé du compteur eau,46022,,1,Vincent,Ouvriers_ADV,
T_P1281,46022,Hicham El Hariri,ILA,Entretien général,Cité cosmopolite 2/21 : Relevé compteur Gaz,46022,,1,Vincent,Ouvriers_ADV,
T_P1275,46022,Hicham El Hariri,Roseraie,Entretien général,N° 14 : Réparer et plafonner le mur endommagé,46022,,1,Vincent,Ouvriers_ADV,
T_P1277,46022,Hicham El Hariri,ILA,Entretien général,rue mandart N° 28 : Relevé compteur d'eau ,46022,,1,Vincent,Ouvriers_ADV,
T_P1276,46022,Hicham El Hariri,Roseraie,Entretien général,"N°10 : fait le relevé du compteur à eau, merci",46022,,1,Vincent,Ouvriers_ADV,
T_P1280,46022,Hicham El Hariri,Roseraie,Entretien général,N° 10 : Relevé compteur Electricité. Merci,46022,,1,Vincent,Ouvriers_ADV,
T_P1279,46022,Hicham El Hariri,ILA,Entretien général,Cité cosmopolite N° 2/21 : relevé du compteur Gaz,46022,,,Vincent,Ouvriers_ADV,
T_P1282,46028,Hicham El Hariri,CPAS,Entretien général,évacuer les extincteurs au fond du Couloir de la cave du CPAS qui sont déclassés,46028,,1,Vincent,,
T_P1284,46030,Hicham El Hariri,Roseraie,Entretien général,N° 14 chemin de BD : recuperer les papiers (pour Laura au CPAS),46030,,1,Vincent,Ouvriers_ADV,
T_P1283,46030,Hicham El Hariri,Roseraie,Entretien général,N°6 : chercher des documents pour le CPAS (bureau de Laura) merci,46030,,,Vincent,Ouvriers_ADV,
T_P1287,46034,Hicham El Hariri,Roseraie,Entretien général,"N° 12 : l'eau coule du plafond dans son WC ainsi que dans le débarras autour du velux.
Bonne journée,",46034,,1,Vincent,,
T_P1286,46034,Hicham El Hariri,CPAS,Chauffage,Pas de chauffage dans les bureaux du service incersion !,46034,,1,Vincent,Ouvriers_ADV,
T_P1292,46042,Hicham El Hariri,Roseraie,Entretien général,"N° 14 : apparement il y a de l'eau qui coule dans la chaufferie et de l'humidité dans un des coins du WC (probablement que cela vient du toit). Merci de bien vouloir aller voir,",46042,,1,Vincent,Ouvriers_ADV,
T_P1294,46048,Hicham El Hariri,Roseraie,Plomberie,Roseraie N° 11 : le robinet de la cuisine fuit et ne coule pas bien. Voir si on peux récupérer celui de sa voisine du N°10.merci,46048,,1,Vincent,,
T_P1295,46048,Hicham El Hariri,Roseraie,Plomberie,N° 11 : le robinet de la cuisine fuit et ne coule pas bien. Voir si on peux récupérer celui de sa voisine du N°10 comme la cuisine va être démontée et remplacée. Merci,46048,,1,Vincent,Ouvriers_ADV,
T_P1296,46048,Hicham El Hariri,Roseraie,Plomberie,"N° 28 : Présence d'eau dans le local chaufferie.(assez bien)
Merci.",46048,,1,Vincent,,
T_P1298,46049,Hicham El Hariri,Roseraie,Entretien général,"N° 22 : le thermostat s'éteint tout seul et Madame doit chaque fois le rallumer.Merci,",46049,,1,Vincent,,
T_P1302,46050,Hicham El Hariri,CPAS,Plomberie,"Les 2 urinoirs sont bouchés. URGENT !!! Merci														",46050,,1,Vincent,,
T_P1301,46050,Hicham El Hariri,Roseraie,Entretien général,Chemin du Bon Dieu 22 : Madame ne sait plus ouvrir ses stores et demande de l'aide.Merci,46050,,,Vincent,,
T_P1300,46050,Hicham El Hariri,Roseraie,Chauffage,N° 19 : le radiateur du living coule,46050,,1,Vincent,,
T_P1305,46056,Hicham El Hariri,Roseraie,Entretien général,"			N° 34 : la planche du WC est cassée, madame demande si c'est possible de lui changer mais avec un modèle basique, pas cher + le bouton de la cuisinière est cassé et madame dit que c'est dangereux.														",46056,,1,Vincent,,
T_P1307,46065,Hicham El Hariri,CPAS,Plomberie,Urinoire bouché. Merci d'aller voir,46065,,1,Vincent,,
T_P1310,46079,Hicham El Hariri,ILA,Menuiserie,Aller à la rue Mandart 28 et voir s'il est possible de réparer la latte du lit,46079,,1,Vincent,,
T_P1314,46079,Hicham El Hariri,Roseraie,Menuiserie,Aller chercher la commande Ikea. Le colis est reçu et se trouve à l’accueil du CPAS. Merci,46079,,,Vincent,,
T_P701,45208,Jessica Greuse,CPAS,Electricité,remplacement de l'interrupteur local entretien premier étage,45208,10 nmin,1,Vincent,,
T_P700,45208,Jessica Greuse,CPAS,Menuiserie,pose de planches dans les deux locaux entretien en vue de faire des étagères ,45208,2h,1,Vincent,,
T_P697,45208,Jessica Greuse,CPAS,Menuiserie,rabotage de la porte du local entretien 2ème étage,45208,30 minutes,1,Vincent,,
T_P728,45267,Jessica Greuse,CPAS,Plomberie,fuite dans les wc dames du deuxième étage,45267,30 minutes,1,Ouvriers_ADV,,
T_P759,45320,Jessica Greuse,Roseraie,Entretien général,"frigo à enlever à la Roseraie 28, poignées d'armoires et fuite chaufferie",45320,30,2,Vincent,,
T_P772,45336,Jessica Greuse,Roseraie,Chauffage,roseraie 19 souci avec la vanne de chauffage dans la chambre ,45336,20 min,1,Vincent,,
T_P771,45336,Jessica Greuse,Roseraie,Entretien général,"Roseraie 16 souci avec le détecteur de fumé, il ne tient plus au plafond",45336,10 min,1,Vincent,,
T_P486,44909,Kimberley Collet,ILA,Entretien général,relevé compteur d'eau - Logements ILA + logements de transit,44910,,1,Vincent,,
T_P490,44914,Kimberley Collet,ILA,Entretien général,"Aller à Weba pour étagères à chaussures + aller à Babykid pour la poussette + aller à Extra pour les produits de nettoyage et apporter les marchandis à Mme Diallo (Rue Charles Dupuis, 114/4)",44914,,1,Vincent,,
T_P489,44914,Kimberley Collet,ILA,Entretien général,Venir chercher bon de commandes au bureau des étrangers,44914,,1,Vincent,,
T_P497,44917,Kimberley Collet,CPAS,Menuiserie,"réparer serrure Rue Charles Dupuis, 114/4",44917,,1,Vincent,,
T_P501,44928,Kimberley Collet,CPAS,Entretien général,déposer requête au tribunal du travail de Mons,44928,,1,Vincent,,
T_P502,44929,Kimberley Collet,CPAS,Entretien général,"Pour le 06/01/23 - Réceptionner la livraison du frigo pour la Rue Charles Dupuis, 114/2 en matinée",44929,,1,Ouvriers_ADV,,
T_P518,44949,Kimberley Collet,CPAS,Entretien général,venir chercher bon de commande pour cité cosmopolite au bureau des étrangers + aller chercher poignée à cyl blanc pour l'installer,44949,,1,Vincent,,
T_P523,44953,Kimberley Collet,ILA,Entretien général,rue mandart 28 - débarasser passage latéral + jeter les publicités + débarasser le grenier des maxi cosi en vérifiant les défectueux ,44953,,1,Vincent,,
T_P524,44956,Kimberley Collet,ILA,Entretien général,"Venir prendre le bon commande au service étrangers concernant les poêlons et casseroles pour les apporter à la Cité Cosmopolite 2/21, 7390 Quaregnon. Le matériel est à aller chercher chez le magasin Extra à Frameries",44956,,1,Vincent,,
T_P547,44977,Kimberley Collet,CPAS,Menuiserie,réparer porte d'entrée bâtiment rue charles dupuis ,44977,,1,Vincent,,
T_P548,44977,Kimberley Collet,ILA,Entretien général,"Aller Chez Mme DIALLO à la rue Charles Dupuis 114/4, 7390 Quaregnon pour prendre les mesures des rideaux de la salle de bain et venir les dire à Alex au service étrangers du CPAS de Quaregnon pour faire un nouveau bon de commande à cet effet.",44977,,1,Vincent,,
T_P562,44999,Kimberley Collet,ILA,Entretien général,"Apporter les chaises + bureau (IKEA) à la rue Charles Dupuis, 114/4 + apporter le micro onde à la rue mandart 28",44999,,1,Vincent,,
T_P561,44999,Kimberley Collet,CPAS,Entretien général,Venir au bureau des étrangers prendre 2 bons de commande pour aller chercher les marchandises à IKEA,44999,,1,Vincent,,
T_P567,45006,Kimberley Collet,ILA,Entretien général,"Venir chercher le bon de commande concernant les poubelles au service étranger, aller chercher la marchandise à Ikea et l'apporter à la rue mandart, 28",45006,,1,Vincent,,
T_P572,45012,Kimberley Collet,ILA,Entretien général,"Aller à la cité cosmopolite 2/21, 7390 Quaregnon (ILA) et vérifier la pression de la chaudière.",45012,,1,Vincent,,
T_P581,45021,Kimberley Collet,ILA,Entretien général,"Venir au service étrangers du CPAS prendre le bon commande pour les 2 armoires 5 pores à aller chercher à IKEA. Les armoires sont à installer à la rue Mandart 28, 7390 Quaregnon.",45021,,1,Vincent,,
T_P656,45139,Kimberley Collet,ILA,Plomberie,Aller voir cité cosmo (chez Mr Altawil) car problème de chauffe eau,45139,,1,Vincent,,
T_P654,45139,Kimberley Collet,ILA,Entretien général,"Faire le jardin de la rue mandart, 28 et changer l'ampoule de la cuisine",45139,,1,Vincent,,
T_P686,45188,Kimberley Collet,ILA,Plomberie,"Réparer évier ILA Rue Charles Dupuis, 114/4",45188,,1,Vincent,,
T_P698,45208,Kimberley Collet,ILA,Entretien général,"réparer meuble buffet chez Mme Irambona (Rue Mandart, 28 - ILA)",45208,,1,Vincent,,
T_P702,45209,Kimberley Collet,ILA,Menuiserie,"Faire double de clé de la boite aux lettres de la rue charles dupuis, 114/1",45209,,1,Vincent,,
T_P714,45233,Kimberley Collet,ILA,Entretien général,réparer armoire dans la chambre de Mr Altawil (Cité cosmopolite),45233,,1,Vincent,,
T_P727,45267,Kimberley Collet,ILA,Entretien général,"Relever les index compteur gaz à la rue mandart, 28 (le document est dans le bureau du service étranger)",45267,,1,Vincent,,
